timestamp,open,high,low,close,volume,rv
2010-01-04T09:35:00.000000,,,,,,0.0
2010-01-04T09:40:00.000000,,,,,,0.0
2010-01-04T09:45:00.000000,,,,,,0.0
2010-01-04T09:50:00.000000,,,,,,0.0
2010-01-04T09:55:00.000000,,,,,,0.0
2010-01-04T10:00:00.000000,,,,,,0.0
2010-01-04T10:05:00.000000,,,,,,0.0
2010-01-04T10:10:00.000000,,,,,,0.0
2010-01-04T10:15:00.000000,,,,,,0.0
2010-01-04T10:20:00.000000,,,,,,0.0
2010-01-04T10:25:00.000000,,,,,,0.0
2010-01-04T10:30:00.000000,,,,,,0.0
2010-01-04T10:35:00.000000,,,,,,0.0
2010-01-04T10:40:00.000000,,,,,,0.0
2010-01-04T10:45:00.000000,,,,,,0.0
2010-01-04T10:50:00.000000,,,,,,0.0
2010-01-04T10:55:00.000000,,,,,,0.0
2010-01-04T11:00:00.000000,,,,,,0.0
2010-01-04T11:05:00.000000,,,,,,0.0
2010-01-04T11:10:00.000000,,,,,,0.0
2010-01-04T11:15:00.000000,,,,,,0.0
2010-01-04T11:20:00.000000,,,,,,0.0
2010-01-04T11:25:00.000000,,,,,,0.0
2010-01-04T11:30:00.000000,,,,,,0.0
2010-01-04T13:05:00.000000,,,,,,0.0
2010-01-04T13:10:00.000000,,,,,,0.0
2010-01-04T13:15:00.000000,,,,,,0.0
2010-01-04T13:20:00.000000,,,,,,0.0
2010-01-04T13:25:00.000000,,,,,,0.0
2010-01-04T13:30:00.000000,,,,,,0.0
2010-01-04T13:35:00.000000,,,,,,0.0
2010-01-04T13:40:00.000000,,,,,,0.0
2010-01-04T13:45:00.000000,,,,,,0.0
2010-01-04T13:50:00.000000,,,,,,0.0
2010-01-04T13:55:00.000000,,,,,,0.0
2010-01-04T14:00:00.000000,,,,,,0.0
2010-01-04T14:05:00.000000,,,,,,0.0
2010-01-04T14:10:00.000000,,,,,,0.0
2010-01-04T14:15:00.000000,,,,,,0.0
2010-01-04T14:20:00.000000,,,,,,0.0
2010-01-04T14:25:00.000000,,,,,,0.0
2010-01-04T14:30:00.000000,,,,,,0.0
2010-01-04T14:35:00.000000,,,,,,0.0
2010-01-04T14:40:00.000000,,,,,,0.0
2010-01-04T14:45:00.000000,,,,,,0.0
2010-01-04T14:50:00.000000,,,,,,0.0
2010-01-04T14:55:00.000000,,,,,,0.0
2010-01-04T15:00:00.000000,,,,,,0.0
2010-01-05T09:35:00.000000,,,,,,0.0
2010-01-05T09:40:00.000000,,,,,,0.0
2010-01-05T09:45:00.000000,,,,,,0.0
2010-01-05T09:50:00.000000,,,,,,0.0
2010-01-05T09:55:00.000000,,,,,,0.0
2010-01-05T10:00:00.000000,,,,,,0.0
2010-01-05T10:05:00.000000,,,,,,0.0
2010-01-05T10:10:00.000000,,,,,,0.0
2010-01-05T10:15:00.000000,,,,,,0.0
2010-01-05T10:20:00.000000,,,,,,0.0
2010-01-05T10:25:00.000000,,,,,,0.0
2010-01-05T10:30:00.000000,,,,,,0.0
2010-01-05T10:35:00.000000,,,,,,0.0
2010-01-05T10:40:00.000000,,,,,,0.0
2010-01-05T10:45:00.000000,,,,,,0.0
2010-01-05T10:50:00.000000,,,,,,0.0
2010-01-05T10:55:00.000000,,,,,,0.0
2010-01-05T11:00:00.000000,,,,,,0.0
2010-01-05T11:05:00.000000,,,,,,0.0
2010-01-05T11:10:00.000000,,,,,,0.0
2010-01-05T11:15:00.000000,,,,,,0.0
2010-01-05T11:20:00.000000,,,,,,0.0
2010-01-05T11:25:00.000000,,,,,,0.0
2010-01-05T11:30:00.000000,,,,,,0.0
2010-01-05T13:05:00.000000,,,,,,0.0
2010-01-05T13:10:00.000000,,,,,,0.0
2010-01-05T13:15:00.000000,,,,,,0.0
2010-01-05T13:20:00.000000,,,,,,0.0
2010-01-05T13:25:00.000000,,,,,,0.0
2010-01-05T13:30:00.000000,,,,,,0.0
2010-01-05T13:35:00.000000,,,,,,0.0
2010-01-05T13:40:00.000000,,,,,,0.0
2010-01-05T13:45:00.000000,,,,,,0.0
2010-01-05T13:50:00.000000,,,,,,0.0
2010-01-05T13:55:00.000000,,,,,,0.0
2010-01-05T14:00:00.000000,,,,,,0.0
2010-01-05T14:05:00.000000,,,,,,0.0
2010-01-05T14:10:00.000000,,,,,,0.0
2010-01-05T14:15:00.000000,,,,,,0.0
2010-01-05T14:20:00.000000,,,,,,0.0
2010-01-05T14:25:00.000000,,,,,,0.0
2010-01-05T14:30:00.000000,,,,,,0.0
2010-01-05T14:35:00.000000,,,,,,0.0
2010-01-05T14:40:00.000000,,,,,,0.0
2010-01-05T14:45:00.000000,,,,,,0.0
2010-01-05T14:50:00.000000,,,,,,0.0
2010-01-05T14:55:00.000000,,,,,,0.0
2010-01-05T15:00:00.000000,,,,,,0.0
2010-01-06T09:35:00.000000,,,,,,0.0
2010-01-06T09:40:00.000000,,,,,,0.0
2010-01-06T09:45:00.000000,,,,,,0.0
2010-01-06T09:50:00.000000,,,,,,0.0
2010-01-06T09:55:00.000000,,,,,,0.0
2010-01-06T10:00:00.000000,,,,,,0.0
2010-01-06T10:05:00.000000,,,,,,0.0
2010-01-06T10:10:00.000000,,,,,,0.0
2010-01-06T10:15:00.000000,,,,,,0.0
2010-01-06T10:20:00.000000,,,,,,0.0
2010-01-06T10:25:00.000000,,,,,,0.0
2010-01-06T10:30:00.000000,,,,,,0.0
2010-01-06T10:35:00.000000,,,,,,0.0
2010-01-06T10:40:00.000000,,,,,,0.0
2010-01-06T10:45:00.000000,,,,,,0.0
2010-01-06T10:50:00.000000,,,,,,0.0
2010-01-06T10:55:00.000000,,,,,,0.0
2010-01-06T11:00:00.000000,,,,,,0.0
2010-01-06T11:05:00.000000,,,,,,0.0
2010-01-06T11:10:00.000000,,,,,,0.0
2010-01-06T11:15:00.000000,,,,,,0.0
2010-01-06T11:20:00.000000,,,,,,0.0
2010-01-06T11:25:00.000000,,,,,,0.0
2010-01-06T11:30:00.000000,,,,,,0.0
2010-01-06T13:05:00.000000,,,,,,0.0
2010-01-06T13:10:00.000000,,,,,,0.0
2010-01-06T13:15:00.000000,,,,,,0.0
2010-01-06T13:20:00.000000,,,,,,0.0
2010-01-06T13:25:00.000000,,,,,,0.0
2010-01-06T13:30:00.000000,,,,,,0.0
2010-01-06T13:35:00.000000,,,,,,0.0
2010-01-06T13:40:00.000000,,,,,,0.0
2010-01-06T13:45:00.000000,,,,,,0.0
2010-01-06T13:50:00.000000,,,,,,0.0
2010-01-06T13:55:00.000000,,,,,,0.0
2010-01-06T14:00:00.000000,,,,,,0.0
2010-01-06T14:05:00.000000,,,,,,0.0
2010-01-06T14:10:00.000000,,,,,,0.0
2010-01-06T14:15:00.000000,,,,,,0.0
2010-01-06T14:20:00.000000,,,,,,0.0
2010-01-06T14:25:00.000000,,,,,,0.0
2010-01-06T14:30:00.000000,,,,,,0.0
2010-01-06T14:35:00.000000,,,,,,0.0
2010-01-06T14:40:00.000000,,,,,,0.0
2010-01-06T14:45:00.000000,,,,,,0.0
2010-01-06T14:50:00.000000,,,,,,0.0
2010-01-06T14:55:00.000000,,,,,,0.0
2010-01-06T15:00:00.000000,,,,,,0.0
2010-01-07T09:35:00.000000,,,,,,0.0
2010-01-07T09:40:00.000000,,,,,,0.0
2010-01-07T09:45:00.000000,,,,,,0.0
2010-01-07T09:50:00.000000,,,,,,0.0
2010-01-07T09:55:00.000000,,,,,,0.0
2010-01-07T10:00:00.000000,,,,,,0.0
2010-01-07T10:05:00.000000,,,,,,0.0
2010-01-07T10:10:00.000000,,,,,,0.0
2010-01-07T10:15:00.000000,,,,,,0.0
2010-01-07T10:20:00.000000,,,,,,0.0
2010-01-07T10:25:00.000000,,,,,,0.0
2010-01-07T10:30:00.000000,,,,,,0.0
2010-01-07T10:35:00.000000,,,,,,0.0
2010-01-07T10:40:00.000000,,,,,,0.0
2010-01-07T10:45:00.000000,,,,,,0.0
2010-01-07T10:50:00.000000,,,,,,0.0
2010-01-07T10:55:00.000000,,,,,,0.0
2010-01-07T11:00:00.000000,,,,,,0.0
2010-01-07T11:05:00.000000,,,,,,0.0
2010-01-07T11:10:00.000000,,,,,,0.0
2010-01-07T11:15:00.000000,,,,,,0.0
2010-01-07T11:20:00.000000,,,,,,0.0
2010-01-07T11:25:00.000000,,,,,,0.0
2010-01-07T11:30:00.000000,,,,,,0.0
2010-01-07T13:05:00.000000,,,,,,0.0
2010-01-07T13:10:00.000000,,,,,,0.0
2010-01-07T13:15:00.000000,,,,,,0.0
2010-01-07T13:20:00.000000,,,,,,0.0
2010-01-07T13:25:00.000000,,,,,,0.0
2010-01-07T13:30:00.000000,,,,,,0.0
2010-01-07T13:35:00.000000,,,,,,0.0
2010-01-07T13:40:00.000000,,,,,,0.0
2010-01-07T13:45:00.000000,,,,,,0.0
2010-01-07T13:50:00.000000,,,,,,0.0
2010-01-07T13:55:00.000000,,,,,,0.0
2010-01-07T14:00:00.000000,,,,,,0.0
2010-01-07T14:05:00.000000,,,,,,0.0
2010-01-07T14:10:00.000000,,,,,,0.0
2010-01-07T14:15:00.000000,,,,,,0.0
2010-01-07T14:20:00.000000,,,,,,0.0
2010-01-07T14:25:00.000000,,,,,,0.0
2010-01-07T14:30:00.000000,,,,,,0.0
2010-01-07T14:35:00.000000,,,,,,0.0
2010-01-07T14:40:00.000000,,,,,,0.0
2010-01-07T14:45:00.000000,,,,,,0.0
2010-01-07T14:50:00.000000,,,,,,0.0
2010-01-07T14:55:00.000000,,,,,,0.0
2010-01-07T15:00:00.000000,,,,,,0.0
2010-01-08T09:35:00.000000,,,,,,0.0
2010-01-08T09:40:00.000000,,,,,,0.0
2010-01-08T09:45:00.000000,,,,,,0.0
2010-01-08T09:50:00.000000,,,,,,0.0
2010-01-08T09:55:00.000000,,,,,,0.0
2010-01-08T10:00:00.000000,,,,,,0.0
2010-01-08T10:05:00.000000,,,,,,0.0
2010-01-08T10:10:00.000000,,,,,,0.0
2010-01-08T10:15:00.000000,,,,,,0.0
2010-01-08T10:20:00.000000,,,,,,0.0
2010-01-08T10:25:00.000000,,,,,,0.0
2010-01-08T10:30:00.000000,,,,,,0.0
